title,author,publisher,publication_year,call_number,ISBN
스티브 잡스를 꿈꿔 봐,임원기 글,탐,2011,990.82 내12 v.1,9788964960288
죽기 전에 답해야 할 101가지 질문,잭 캔필드;마크 빅터 한센 지음;류지원 옮김,토네이도,2012,199.2 캔697죽,9788994013480
세계철학 백과사전,샤를르 페팽 글;쥘 그림;이나무 옮김,이숲,2012,104 페698세,9788994228365
(생각을 발견하는 토론학교)철학,최훈;박의준 [공]지음,우리학교,2012,104 최76철,9788994103198
노자를 읽고 장자에게 배운다,푸페이룽 지음;한정선 옮김,지와사랑,2012,150 푸698노,9788989007562
나를 디자인하라,카림 라시드 지음;이종인 옮김,미메시스,2012,591 라58ㄴ,9788990641359
세상이 던지는 질문에 어떻게 답해야 할까?,페르난도 사바테르 지음;장혜경 옮김,갈매나무,2012,104 사42세,9788993635287
(사유와 실천 사이에서 고민하는 청춘을 위한)지식의 권유,김진혁 지음,토네이도,2011,001.3 김65지,9788994013435
이너프,존 네이시,예담,2009,321.89 네97이,9788959133765
북미 학교도서관을 가다,전국학교도서관담당교사서울모임 지음,우리교육,2012,027 전16북,9788980406760
중국의 소수민족,정재남 지음,살림,2008,389.0912 정65중,9788952209559
고전 탐닉,허연 지음,마음산책,2011,809 허94고,9788960901001
지식e. 6,EBS지식채널e제작진 지음,북하우스,2011,001 이47지 v.6 c.2,9788956055084
지식 e. 7,EBS지식채널e제작팀 지음,북하우스,2012,001 이47지 v.7,9788956055824
면역학,서영훈 외,라이프사이언스,2011,470 면34,9788961541053
바이러스간염과 에이즈의 분자진단,오흥범,화산미디어,2011,510 오76바,9788994705095
(전염병의 사회적 생산)조류독감,마이크 데이비스 지음;정병선 옮김,돌베개,2008,517.6 데68ㅈ,8971993014
(3일만에 읽는)면역,오쿠무라 고 지음;이계성 옮김,서울문화사,2004,511.7 오676면 c.2,8953296110
바람에 실려 온 페니실린,권오길 지음,지성사,2005,474 권95바 c.2,8978891128
플레밍이 들려주는 페니실린 이야기. 49,김영호 지음,자음과모음,2010,408 과92자2 v.49,9788954404044
(내몸안의 주치의)면역,하기와라 기요후미 지음;황소연 옮김,전나무숲,2006,511.7 기65ㅁ,8991373011
(내 몸 안의 지식여행)인체생리,다나카 에츠로 지음;황소연 옮김,전나무숲,2006,511.1 에666인,8991373003
(내 몸안의 숨겨진 비밀)해부학,사카이 다츠오 저;윤혜림 역,전나무숲,2009,511.4 사872해,9788991373501
내 몸을 지키는 기술,보니 헨리 지음;제효영 옮김,라이프맵(한국물가정보),2010,517.3 헨298ㄴ,9788962602081
세포전쟁,매리언 켄들 지음;이성호;최돈찬 [같이]옮김,궁리출판,2004,511.7 켄26세 c.2,8958200022
신 면역혁명,기준성,중앙생활사,2011,511.7 기64신 c.2,9788961410632
바이러스 대청소,프레데릭 살드만;프랑수아 브리케르 [같이]지음;전용희 옮김,비전코리아,2009,517.3 살26ㅂ,9788963220147
면역이 살길이다,조성훈 지음,어드북스,2010,511.7 조53면,9788958450702
백신 그리고 우리가 모르는 이야기,팀 오시 지음;오경석 옮김,여문각,2006,518.372 오58ㅂ,8985176382
인간이 만든 질병 구제역,아비가일 우즈 지음;강병철 옮김,삶과지식,2011,528.7 우64ㅇ c.2,9788996738602
인간이 만든 질병 구제역,아비가일 우즈 지음;강병철 옮김,삶과지식,2011,528.7 우64ㅇ,9788996738602
"면역력, 내 몸을 살린다",김윤선,모아북스,2009,517.3 김66ㅁ c.3,9788990539656
"면역력, 내 몸을 살린다",김윤선,모아북스,2009,517.3 김66ㅁ c.2,9788990539656
"면역력, 내 몸을 살린다",김윤선,모아북스,2009,517.3 김66ㅁ,9788990539656
바이러스 습격사건,앨런 P. 젤리코프  ;마이클 벨로모 지음 ;송광자 옮김,알마,2011,517.6 젤298ㅂ,9788992525978
세포의 모든 것. 39,뉴턴코리아편집부 지음;강금희 번역,뉴턴코리아,2011,408 뉴683 v.31,9788955378160
인체의 구조와 질병,일본 뉴턴프레스 지음;강금희 옮김,뉴턴코리아,2012,408 뉴683 v.43,9788955378559
(건강 검진 결과로 알아보는)나의 건강 성적표,[뉴턴코리아 편집부 편];강금희 번역,뉴턴코리아,2010,517.3 뉴884ㄴ,9788955378320
몸과 질병,뉴턴코리아편집부 편;강금희 번역,뉴턴코리아,2009,408 뉴683 v.42,9788955378054
신 면역혁명,기준성,중앙생활사,2011,511.7 기64신,9788961410632
질병예찬,베르트 에가르트너;홍이정,秀Subook(성균관대학교 출판부),2009,517.3 에12ㅈ,9788979868159
내 아이의 전쟁 알레르기,EBS 다큐프라임제작팀;김광호 [외] 지음,지식채널,2011,513.923 내62 c.2,9788952761446
바이러스,토마스 호이슬러 지음;최경인 옮김,이지북,2004,475.54 호97바,8956241309
바이러스의 습격,최강석,살림출판사,2009,475.54 최12바 c.2,9788952212900
(3일만에 읽는)면역,오쿠무라 고 지음;이계성 옮김,서울문화사,2004,511.7 오676면,8953296110
(Dr. 아보의)면역학 입문,아보 도오루 지음;최혜선옮김,아이프렌드,2005,511.7 ㄷ76 ㅁ c.3,8989747414
(Dr. 아보의)면역학 입문,아보 도오루 지음;최혜선옮김,아이프렌드,2005,511.7 ㄷ76 ㅁ c.2,8989747414
제너가 들려주는 면역 이야기. 84,이흥우 지음,자음과모음,2009,408 과92 v.84 c.4,9788954404365
제너가 들려주는 면역 이야기. 84,이흥우 지음,자음과모음,2009,408 과92 v.84 c.3,9788954404365
제너가 들려주는 면역 이야기. 84,이흥우 지음,자음과모음,2009,408 과92 v.84 c.2,9788954404365
(하리하라의)몸 이야기,이은희 지음,해나무,2010,472 이96몸 c.4,9788956054988
2012 1학기 기말고사 문제풀이 3학년,경기여자고등학교,경기여자고등학교,2012,373.7 경187 c.19,
카페 안드로메다,슈테판 예거;실비아 엥글레르트 [공] 지음,이끌리오,2004,429.04 예13카,8988295978
길 없는 길에서,현원영 지음,바이북스,2016,811.6 현98길 c.2,9791158770167
2012 1학기 기말고사 문제풀이 3학년,경기여자고등학교,경기여자고등학교,2012,373.7 경187 c.6,
(생각을 키우는)수학나무,박경미 지음,랜덤하우스중앙,2004,410 박14수,8957578188
2012 1학기 기말고사 문제풀이 2학년,경기여자고등학교,경기여자고등학교,2012,373.7 경178ㄱ c.23,
한국의 도서관,2006서울세계도서관정보대회조직위원회 [편],WLIC,2006,026.0911 이663한 c.2,9788995825013
멘델레예프와 주기율표,로빈 맥퀀,대한화학회,2006,431 맥678멘,
2012 1학기 기말고사 문제풀이 2학년,경기여자고등학교,경기여자고등학교,2012,373.7 경178ㄱ c.9,
(인간이 만든)빛의 세계사,제인 브록스 지음;박지훈 옮김,을유문화사,2013,565.09 브295빛,9788932472188
2012 1학기 기말고사 기출문제 1학년,경기여자고등학교,경기여자고등학교,2012,373.7 경187ㄱ c.20,
2012 1학기 기말고사 기출문제 1학년,경기여자고등학교,경기여자고등학교,2012,373.7 경187ㄱ c.17,
(2016 가을 기획전)조선철을 아시나요,경운박물관 [편],경운박물관,2016,636.3 경96조,
밤하늘의 문을 열다,이세영,계명사,2012,440 이58밤,9788972561071
(사진과 함께 읽는)대통령 이승만,이승만 [피전자];안병훈 엮음,기파랑,2011,340.99 이56대,9788965239628
"(청소년들아, 연암을 만나자)열하일기",박지원 지음;리상호 옮김;홍영우 그림,보리,2010,816.5 박65열ㅂ c.8,9788984286283
한중일이 함께 쓴 동아시아 근현대사. 2: 테마로 읽는 사람과 교류의 역사,한중일3국공동역사편찬위원회,(주)휴머니스트,2012,910.5 한64한 v.2,9788958624967
한중일이 함께 쓴 동아시아 근현대사. 1: 국제 관계의 변동으로 읽는 동아시아의 역사,한중일3국공동역사편찬위원회 지음,휴머니스트,2012,910.5 한64한 v.1,9788958624950
4.19 혁명사. 상,50주년4.19혁명기념사업회,50주년 4.19혁명기념사업회,2011,911.0728 오57사 v.1,
4.19 혁명사. 하,50주년4.19혁명기념사업회,50주년 4.19혁명기념사업회,2011,911.0728 오57사 v.2,
고려대학교 4·18 의거 실록,고려대학교 4·18 의거 실록 편찬위원회 지음,고려대학교출판부,2012,911.0728 고294고,9788976417756
시집 가는 날,이원로,현대시(한국문연),2012,811.6 이98시,9788961040938
사쿠라 훈민정음,이윤옥 지음,인물과사상사,2010,710.4 이96사,9788959061655
빼앗긴 문화재를 말하다,혜문 지음,작은숲,2012,600.15 혜36ㅃ,9788996543091
(청소년을 위한) 만만한 경제학,김민준 지음,지공신공,2011,320.4 김37마,9788956605395
노빈손 사라진 훈민정음을 찾아라,한정영 지음;이우일 일러스트,뜨인돌출판사,2012,911 신192 v.4,8958072679
"딸아, 너는 인생을 이렇게 살아라",펄 벅 지음;하지연 옮김,책비,2011,844 벅693딸,9788996506591
(공병호의)우문현답,공병호 지음;[이요셉 사진],해냄출판사,2012,199.8 공44우,9788973372997
"열일곱, 영화로 세상을 보다",이대현,다할미디어,2010,688.09 이28열 c.2,9788989988748
눈속임 그림,이연식 지음,아트북스,2010,652.59 이64ㄴ,9788961960700
우리가 보낸 순간. 2: 소설,김연수 지음,마음산책,2010,810.81 김94우 v.2 c.2,9788960900905
우리가 보낸 순간. 1: 시,김연수 지음,마음산책,2010,810.81 김94우 v.1 c.2,9788960900899
(청소년을 위한)사회학 에세이,구정화 지음,해냄출판사,2012,331 구62사,9788965743217
나를 운디드니에 묻어주오,디 브라운 지음;최준석 옮김,한겨레출판,2011,940.1 브292나 c.2,9788984314467
"성호, 세상을 논하다",강명관 지음,자음과모음;이룸,2011,151.58 강34세,9788957075708
이야기의 힘!: 매혹적인 스토리텔링의 조건,EBS다큐프라임 [이야기의 힘 제작팀],황금물고기,2011,802 이47이,9788994154121
성장,러셀 베이커 지음;송제훈 옮김,연암서가,2010,070.099 베97성,9788994054100
"조선 풍속사. 2: 조선 사람들, 풍속으로 남다",강명관 지음,푸른역사,2010,380.911 강34조 v.2 c.2,9788994079158
조선 풍속사. 3: 조선 사람들 혜원의 그림 밖으로 걸어나오다,강명관 글,푸른역사,2010,380.911 강34조 v.3,9788994079165
(신화학자 정재서 교수가 들려주는)이야기 동양 신화,정재서 지음,김영사,2010,219.12 정65동,9788934939900
가려 뽑은 고려 노래,윤성현;원혜영,현암사,2011,811.24 윤53가,9788932315966
몰라봐주어 너무도 미안한 그 아름다움,서진영 지음,시드페이퍼,2010,630.911 서78ㅁ c.3,9788993976311
시끌벅적한 철학자들 죽음을 요리하다,토머스 캐스카트;대너얼 클라인 지음;윤인숙 옮김,함께읽는책,2010,126.5 캐56시,9788990369840
베스트 플레이어,매슈 사이드,행성:B웨이브,2010,325.211 사97베 c.2,9788996541417
(옛 그림속)양반의 한평생,허인욱 지음,돌베개,2010,911.05 허97양,9788971993842
우리 기억 속의 색,미셸 파스투로 지음;최정수 옮김,안그라픽스,2011,651 파57ㅇ,9788970595894
한국현대 만화사,박인하;김낙호 지음,두보북스,2012,657.10911 박68ㅎ,9788996503064
"심리학, 명화 속으로 떠나는 따뜻한 마음여행",김선현 지음,좋은책만들기,2011,650.4 김54ㅅ,9788992538473
간송 전형필,이충렬 지음,김영사,2010,600.99 이85ㄱ c.2,9788934939429
아우렐리우스 명상록,아우렐리우스 저; 조지 롱 영역; 안정효 한역,세경,2011,160.258 아96아 c.2,9788992280570
일생에 한 번 내게 물어야 할 것들,크리스토퍼 해밀턴 지음;정미현 옮김,위즈덤하우스,2012,104 해37일,9788960864085
영화로 읽는 윤리학 이야기,이창후 지음,새문사,2010,190.4 이662영 c.2,9788974112929
정동과 각국공사관,이순우 지음,하늘재,2012,911.059 이56정,9788990229328
판도라의 도서관,크리스티아네 인만 지음;임미정 옮김,예경,2011,029 인32판,9788970844657
소크라테스와 아침을,로버트 롤런드 스미스 지음;남경태 옮김,마젤란,2010,104 스37소,9788991059528
고흐의 다락방,프레드 리먼;알렉산드라 리프 지음;박대정 옮김,마음산책,2011,653.269 리34ㄱ,9788960901131
(모두를 위한)서양음악사 1. 1,박을미,가람기획,2011,670.9 박67ㅅ v.1,9788984353039
에너지 세계일주,블랑딘 앙투안;엘로디 르노 [공] 지음;변광배;김사랑 [공] 옮김,살림출판사,2011,321.3 앙686에 c.2,9788952215000
아파야 산다,샤론 모알렘 지음;김소영 옮김,김영사,2010,517 모62ㅇ c.2,9788934941439
뇌과학 여행자,김종성 지음,사이언스북스,2011,513.8 김75ㄴ,9788983715593
아인슈타인의 편지,장 자크 그리프 지음;하정희 옮김,거인북,2010,420.99 그297아,9788963790312
(이광연의)오늘의 수학,이광연 지음,동아시아,2011,410.4 이18오 c.2,9788962620337
위대한 개츠비,프랜시스 스콧 피츠제럴드 지음;김태우 옮김,을유문화사,2011,843 피666위,9788932403779
유럽 소설에 빠지다.2. 2,안토니오 타부키 외 지음;이현경 외 옮김,민음사,2009,808.3 유293 v.2,8937482932
유럽 소설에 빠지다.1. 1,잉고 슐체 외 지음;노선정 외 옮김,민음사,2009,808.3 유293 v.1,8937482924
흙을 밟으며 살다,윤구병 지음,휴머니스트,2010,814.6 윤16흙,8958623020
하루하루가 잔치로세,김영조,인물과사상사,2011,386.511 김94하,9788959061990
당신이 있어 외롭지 않습니다,전지은 지음,웅진씽크빅,2012,818 전65당,9788901140599
"17살, 돈의 가치를 알아야 할 나이",한진수 지음,책읽는수요일,2011,327.04 한65열 c.2,9788962603323
(다음 세상의 교양을 위한) 새 인문학 사전,A.C. 그레일링 지음;윤길순 옮김,웅진씽크빅,2010,001.3 그298새,9788901107455
"청소년, 코끼리에 맞서다; 뇌과학을 통해 청소년을 통찰한다",나탈리 르비실 지음; 배영란 옮김,한울림,2012,183.3 르47청,9788958270584
상식의 배반,던컨 J. 와츠 지음;정지인 옮김;황상민 해제,생각연구소;한국물가정보,2011,181.3 와666상,9788962603415
"의적, 정의를 훔치다",박홍규 지음,돌베개,2006,990.99 박75의,8971992093
(클리트에서 프로이트까지)빈이 사랑한 천재들,조성관 지음,열대림,2008,992.5 조53빈,9788990989246
희망을 여행하라,임영신;이혜영 공저,소나무,2009,980.24 임94희,9788971398166
"사마천, 애덤스미스의 뺨을 치다",오귀환 지음,한겨레신문사,2005,990 오18사,9788984311565
(박은봉 이광희 선생님의)한국사 상식 바로잡기. 2,박은봉;이광희 공저;김경옥 그림,책과함께어린이,2010,911 박96한 v.2,9788991221567
한국인의 일본사,정혜선 지음,현암사,2008,913 정78한,9788932314846
(시로 쓰는)한국 근대사. 1: 나라를 빼앗긴 설움을 딛고 독립을 위해 싸우다,신현수 지음,작은숲,2012,911.06 신74한 v.1,9788997581009
"펄루, 세상을 바꾸다",에이비 지음;고은광순 옮김;유기훈 그림,김영사,2007,843.8 에97펄,9788934918059
체르노빌의 아이들,히로세 다카시 지음;육후연 옮김,프로메테우스출판사,2011,833.6 히295체 c.2,9788991503182
내 인생의 양탄자,카타리나 모렐로 지음;안영란 옮김,개암나무,2012,853 모298내,9788992844727
고전혁명,이지성;황광우 공저,생각정원,2012,325.04 이65고,9788996792918
36.4℃,배창환;조재도 엮음,작은숲,2012,811.6082 작96,9788996543084
살기 좋은 세상을 향한 꿈 맹자,김태완 지음;윤기언 그림,아이세움,2012,152.216 김688살,9788937885143
퇴곡리 반딧불이,유소림 지음,녹색평론,2008,814.6 유55퇴,9788990274458
고사성어 대백과,한국독서교육연구회 엮음,아테나,2011,714.4 한16고,9788991494770
This is writing. 실전2,김경숙 지음,예스에듀케이션,2008,746 김14디 v.6,9788993306088
This is writing. 실전1,김경숙 지음,예스에듀케이션,2008,746 김14디 v.5,9788993306071
This is writing. 고급2,김경숙 지음,예스에듀케이션,2008,746 김14디 v.4,9788993306064
This is writing. 고급1,김경숙 지음,예스에듀케이션,2008,746 김14디 v.3,9788993306057
This is writing. 중급2,김경숙 지음,예스에듀케이션,2008,746 김14디 v.2,9788993306040
This is writing. 중급1,김경숙 지음,예스에듀케이션,2008,746 김14디 v.1,9788993306033
매일매일 영어로 말하기,로버트 김 지음,삼영서관,2011,747.5 김295매,9788973183487
스무 살 영화觀,강유정 지음,문학과지성사,2012,688.09 강96스,9788932022840
우리 옛그림의 아름다움,이동주 지음,시공사,2008,653.11 이25ㅇ,9788972593379
(재미있는)클래식 길라잡이,신동헌 지음,서울미디어,2012,670.15 신25ㅋ,9788985338370
클래식이 필요한 순간들,홍승찬 지음;공근혜갤러리 사진,책읽는수요일,2012,670.4 홍57ㅋ,9788962604030
"명작, 역사를 만나다",우정아 지음,아트북스,2012,609.2 우74ㅁ,9788961961035
(청소년을 위한)한국음악사. 2: 양악편(한국 근.현대 우리 양악 이야기),민경찬 지음,두리미디어,2006,670.911 민14ㅎ v.2,9788977151567
여성3부 합창곡집. 2,박창호 지음,삼호뮤직,2008,673.2 박82ㅇ v.2,9788932627540
여성3부 합창곡집. 1,박창호 지음,삼호뮤직,2008,673.2 박82ㅇ v.1,9788932627533
(최악의 운명을 최강의 능력으로 바꾼)스티비 원더 이야기,마크 리보스키 지음;정미나 옮김,명진,2011,990.82 청55 v.13,9788976776808
여학생 합창곡집. 2: 국내편,세광아트편집부 지음,세광아트,1986,673.2 세15ㅇ v.2,9788903572121
나의 서양음악 순례,서경식 지음;한승동 옮김,창비,2011,670.9 서14ㄴ,9788936472122
클래식 튠,이용숙 외 지음;채민식 그림,모노폴리,2012,670.15 이65ㅋ,9788991952126
행복을 그리는 건축가,김원 지음,열화당,2004,814.6 김98행,8930100473
첨단 기기들은 어떻게 작동 되는가,사이언티픽 아메리칸 편;김미화;김세중 공역,서울문화사,2001,504 사97첨,8953295300
"미친 연구, 위대한 발견",빌리 우드워드;조엘 쉬르킨;데브라 고든 외 지음;김소정 옮김,푸른지식,2011,409 우26미,9788996431541
씨앗의 자연사,조나단 실버타운 지음;진선미 옮김,양문,2010,481.5 실43씨,9788994025070
누가 세계를 약탈하는가,반다나 시바 지음;류지한 옮김,울력,2011,323.74 시42누,8989485207
사랑하면 보이는 나무,허예섭;허두영 공저;신준환 사진;허예섭 그림,궁리,2012,481.9911 허98사,9788958202288
눈썹진드기 우상탈출 프로젝트,제이 호슬러 지음;김기협 옮김,서해문집,2012,476.01 호56눈,9788974835057
당신의 주인은 DNA가 아니다,브루스 H. 립턴 지음;이창희 옮김,두레,2011,476.10733 립884당 c.2,9788974430924
(만화)양자론,다케우치 가오루;후지이 가오리 [공]지음;마츠노 도키오 그림;오세웅 옮김,멘토르,2012,425.15 다678양,9788963051024
"수냐의 수학카페. 2: 계산 낙오자 3인방, 수학카페를 점령하다",김용관 지음;추덕영 그림,궁리,2012,410.4 김95수 v.2,9788958202295
수냐의 수학카페. 1: 수는 죽었다 vs 수는 영원하다,김용관 지음;추덕영 그림,궁리,2011,410.4 김65수 v.1,9788958202134
"인생은, 오묘한 수학 방정식",클레망스 강디요 지음;김세리 옮김,재미마주,2010,868 강27인,9788986565911
(동물학자 시턴의)아주 오래된 북극,어니스트 톰프슨 시턴 지음;김성훈 옮김,씨네21북스,2012,986.3 시683아,9788984315396
(Let's go!)창의적 체험활동,조경희 [외] 지음,씨마스,2011,373.5 조14창,9788991812567
(손에 잡히는)사회 교과서. 13: 겨레의 통일과 평화,김병연;배성호 공저;김원희 그림,길벗스쿨,2009,375.43 김44손 v.13,9788962221688
(지구를 구하는)경제책,강수돌 지음;최영순 그림,봄나무,2012,320.4 강56경,9788995625019
높은 사람 낮은 사람,홍두승 지음,동아시아,2011,332.6 홍26높,9788962620177
"소년병, 평화의 길을 열다",사토 다다오 지음;설배환 옮김;한홍구 해제,검둥소,2009,349.9 사685소,9788980403257
경제성장이 안되면 우리는 풍요롭지 못할 것인가,C. 더글러스 러미스 지음;김종철;최성현 공역,녹색평론사,2011,304 러37경,9788990274632
나의 사직동,한성옥;김서정 공저,보림,2003,D 813.8 한54ㄴ,9788943305093
소셜테이너,장윤선 지음;권우성;남소연;유성호 공사진,오마이북,2012,600.99 장66ㅅ,9788996430551
정치를 보는 눈,김영명 지음,개마고원,2007,342.1 김94정,9788957690666
(노벨 평화상 수상자와 함께하는)평화 학교,이반 수반체프;돈 기퍼드 앵글 공저;이순미 옮김,다른,2010,334.1 수42평,9788992711340
열다섯 살의 용기,필립 후즈 지음;김민석 옮김,돌베개,2011,342.3 후64열,9788971994535
생각에 관한 생각,대니얼 카너먼 지음;이진원 옮김,김영사,2012,181.3 카193생,9788934956150
다중지능 프로젝트의 이론과 실제,하순련 지음,파란마음,2012,181.1 하56다,9788992546973
청소년 사전,조재연 지음,마음의숲,2012,598.125 조73ㅊ,9788992783583
사회란 무엇인가,김성은 지음;신동민 그림,책세상,2009,331 김53사,9788970137278
한국인이 아닌 세계인으로 성공하라!,UN과국제기구운영진 지음,살림,2008,325.33 유98한,9788952210210
미메시스에서 시뮬라시옹까지,베르너 융 지음;장희창 옮김,경성대학교출판부,2006,166 융48미,8973141694
당신의 고정관념을 깨뜨릴 심리실험 45가지,더글라스 무크 지음;진성록 옮김,부글북스,2007,180.733 무877ㄷ,9788992307123
책 읽는 여자는 위험하다,슈테판 볼만 지음;조이한;김정근 공역,웅진씽크빅,2012,600.4 볼32ㅊ,9788901136301
(The)Prince,by Niccolo Machiavelli,Penguin Group USA,2003,W 340.265 M149p,9780140449150
(The)Culture code,by Clotaire Rapaille,Broadway,2007,W 331.5 R216c,9780767920575
한국 현대사 산책. 23: 2000년대 편 5,강준만 저,인물과사상사,2011,911.07 강64한 v.23,9788959061952
한국 현대사 산책. 22: 2000년대 편 4,강준만 저,인물과사상사,2011,911.07 강64한 v.22,9788959061945
한국 현대사 산책. 21: 2000년대 편 3,강준만 저,인물과사상사,2011,911.07 강64한 v.21,9788959061938
한국 현대사 산책. 20: 2000년대 편 2,강준만 저,인물과사상사,2011,911.07 강64한 v.20,9788959061921
한국 현대사 산책. 19: 2000년대 편 1,강준만 저,인물과사상사,2011,911.07 강64한 v.19,9788959061914
조물주에게 묻노라,이규보 씀;김상훈;류희정 옮김,보리,2005,810.819 이16조,8984282030
동명왕의 노래,이규보 지음;김상훈;류희정 옮김,보리,2005,811.9 이16동,8984282022
"사계절, 전라도",최상희 지음,북노마드,2011,981.1902 최52사,9788954616201
중세를 여행하는 사람들,아베 긴야 지음;오정환 역,한길사,2007,920.3 긴92중 c.3,9788935658596
(일러스트로 읽는) 일본 미니백과,인터내셔널인턴십프로그램스 지음;[다락원 역],다락원,2010,309.113 인683일,9788959954957
조선공주실록,신명호 지음,역사의아침(위즈덤하우스),2011,915 신34조,9788993119091
조선왕비독살사건,윤정란 지음,다산초당,2009,911.05 윤62조,9788963700328
"노비의 딸, 조선 왕을 낳다",이경민 지음,예문,2010,911.056 이14노,9788956591513
큰 의사 노먼 베순,노먼 베순 [피전자];이원준 지음,자음과모음(이룸),2011,510.99 베56큰,9788957070390
영조의 세 가지 거짓말,김용관 지음,올댓Book,2010,911.058 김95영,9788990790958
"노빈손, 정조대왕의 암살을 막아라",남동욱 지음;이우일 그림,뜨인돌,2012,911 신192 v.1,9788958071792
전태일,오도엽 글;이상규 그림,한겨레,2010,321.57099 오25전,9788984314313
린드그렌: 삐삐 롱스타킹의 탄생,아스트리드 린드그렌 [피전자];카트린 하네만 글;우베 마이어 그림;윤혜정 옮김,한겨레,2012,859.7099 린26하,9788984315495
제인 구달,제인 구달 [피전자];카트린 하네만 글;우베 마이어 그림;윤혜정 옮김,한겨레,2011,490.99 구22카,9788984314788
촌락지리학,이전 지음,푸른길,2011,980 이62촌,9788962911701
여행 수업. 1: 시장,민조;송영지;조윤주;김태은;윤슬 지음,TERRA(테라출판사),2011,981.1602 민63여 v.1,9788994939070
"도시개발, 길을 잃다",김경민 지음,시공사,2011,539.7 김14ㄷ,9788952762924
(역사와 인물로)동유럽 들여다 보기,김철민 지음,한국외국어대학교출판부,2011,925 김663동,9788974646707
판자촌 일기,최협 지음,눈빛,2012,911.6 최74판,9788974096427
나는 조선인 가미카제다,길윤형 지음,서해문집,2012,911.06 길96나,9788974835125
"서울, 여자가 걷기 좋은 길",설은영 [외] 글·그림,그리고책,2011,981.1602 설96서,9788991995994
가슴 설레는 걷기 여행,신정일 [글·사진],랜덤하우스코리아,2010,981.102 신62가,9788925538761
(행복이 번지는 곳)크로아티아,백승선;변혜정 같이 지음,가치창조,2011,982.994202 백56크,9788963010144
크로아티아 블루,김랑,나무수,2011,982.994 김292크,9788994030517
엄마가 한국으로 떠났어요,조선족 79명 글;길림신문;인천문화재단 엮음,보리,2012,818 엄32엄,8984287334
카지노,김진명 지음,새움,2010,813.6 김65카,9788993964219
내 인생 최악의 학교,제임스 패터슨;크리스 테베츠 [공]지음;김상우 옮김,"미래인(미래M&B,미래엠앤비)",2012,843 패683인,9788983946843
무엇을 어떻게 쓸까,이오덕 지음,보리,2012,802 이95무,9788984284371
사막으로 사라진 아이들,엘리자베스 레어드 지음;이승숙 옮김,뜨인돌,2011,843 레93사,9788958072416
무라카미 하루키 잡문집,무라카미 하루키 저;이영미 옮김,비채,2011,834 무292무,9788994343501
달리기를 말할 때 내가 하고 싶은 이야기,무라카미 하루키,문학사상사,2011,834 무292달,9788970128337
녹지대. 2,박경리 지음,현대문학,2012,813.6 박14녹 v.2,9788972755852
녹지대. 1,박경리 지음,현대문학,2012,813.6 박14녹 v.1,9788972755845
키스 마이 매스,대니카 맥켈러 지음;배수경 옮김,민음인,2012,410 맥678키,9788960173019
이 세상 살지 말고 영원한 행복의 나라 가서 살자,우명 지음,참출판사,2011,112.5 우34이,9788987523231
고구려. 4: 사유와 무,김진명 지음,새움,2011,813.6 김65고 v.4,9788993964349
빗방울처럼 나는 혼자였다,공지영 지음,오픈하우스,2011,814.6 공65빗,9788993824537
소설가 구보씨의 일일,최인훈 지음,문학과지성사,2010,813.6 최979소,9788932019185
웃음소리,최인훈 지음,문학과지성사,2009,813.6 최979웃,9788932019222
마음의 아이들,한스 모라벡 [지음];이인식 해제;박우석 옮김,김영사,2011,559.962 모292ㅁ,9788934954873
에메랄드 아틀라스,존 스티븐스 지음;정회성 옮김,비룡소,2011,843 스687에,9788949171029
히틀러의 수사학,김종영 지음,커뮤니케이션북스,2010,802 김63히,9788964060766
자기만의 철학,탁석산 지음,창비(창작과비평사),2011,100 탁53자,9788936452025
트루디쇼,재닛 타시지안 지음;김민석 옮김,한울림 스페셜,2012,843 타57트 c.2,9788993143225
나쁜 고양이는 없다,이용한 [사진·글],북폴리오,2011,818 이95나,9788937833434
총독의 소리,최인훈 지음,문학과지성사,2009,813.6 최979총,9788932019239
태풍,최인훈 지음,문학과지성사,2009,813.6 최979태,9788932019192
백운 이규보시선,허경진 편,평민사,2003,811.9 허14백,5000058916
두보 시선,두보 지음;김의정 옮김,지만지(지식을만드는지식),2011,821.4 두45두,9788964068168
사료를 드립니다,이금이 지음,푸른책들,2012,813.8 이16사,9788957983041
망둑어,최윤 지음,지성사,2011,497.5 최96망,9788978892490
화차,미야베 미유키 지음;이영미 옮김,문학동네,2012,833.6 미96화,9788954617437
해를 품은 달. 2,정은궐 지음,파란미디어,2011,813.6 정96해 v.2,9788963710358
해를 품은 달. 1,정은궐 지음,파란미디어,2011,813.6 정96해 v.1,9788963710341
세도나 스토리,이승헌 저,한문화,2011,818 이56세,9788956991238
바람과 함께 사라지다. 하,마거릿 미첼 지음;안정효 옮김,열린책들,2011,843 미668바ㅇ v.3,9788932911502
바람과 함께 사라지다. 상,마거릿 미첼 지음;안정효 옮김,열린책들,2010,843 미668바ㅇ v.1,9788932911489
시심전심,정끝별 지음,문학동네,2011,811.609 정84시,9788954616102
비탈진 음지,조정래 지음,해냄,2011,813.6 조62비,9788965740049
(2010)황순원 문학상 수상작품집. 10: 칼 외,이승우 외 지음,문예중앙,2010,813.6082 황56 v.10,9788927801597
근처,박민규 [외 지음],중앙북스,2009,813.6 박37근,8961889478
(2011)황순원 문학상 수상작품집. 11: 부메랑 외,윤성희 외 지음,문예중앙,2011,813.6082 황56 v.11,9788927802648
