title,author,publisher,publication_year,call_number,ISBN
대부분의 실수는 무리수,이상엽 글;이솔 그림,해나무,2024,410 이52ㄷ,9791164052394
"볼트와 너트, 세상을 만든 작지만 위대한 것들의 과학",로마 아그라왈 지음;우아영 옮김,어크로스,2024,507.5 아16ㅂ,9791167741301
버자이너,레이철 E. 그로스 지음;제효영 옮김,휴머니스트,2024,470.1 그295ㅂ,9791170871170
세포의 노래,싯다르타 무케르지 지음;이한음 옮김,까치(까치글방),2024,474 무678ㅅ,9788972918189
아인슈타인과 오펜하이머,실번 S. 슈위버 지음;김영배 옮김,시대의창,2019,420.099 슈98ㅇ,9788959407040
위험한 과학책,랜들 먼로 지음;이지연 옮김,시공사,2015,400 먼295위 c.3,9788952773326
아주 위험한 과학책,랜들 먼로 지음;이강환 옮김,시공사,2023,404 먼295ㅇ c.2,9791169257176
더 위험한 과학책,랜들 먼로 지음;이강환 옮김,시공사,2020,400 먼295ㄷ c.2,9788952751546
한낮의 천문대,김화인 글.그림,골든래빗,2024,443.2 김78ㅎ,9791191905533
다문화사회에서 세계시민으로 살기,후지와라다카아키 지음;세계시민 도서번역연구회 옮김,다봄교육,2023,331.5 후65ㄷ,9791192148892
TMI:정보가 너무 많아서,캐스 R. 선스타인 지음;고기탁 옮김,열린책들,2023,025.25 선56ㅌ,9788932923888
이기는 정치학,최병천 지음,메디치미디어,2024,340 최44ㅇ,9791157063338
인간은 필요 없다,제리 카플란 지음;신동숙 옮김,한스미디어(한즈미디어),2023,331.5412 카696인2,9791160079364
우리가 인생이라 부르는 것들,정재찬 지음,인플루엔셜,2023,811.6209 정65ㅇ,9791168340992
범죄사회,정재민 지음,창비,2024,364.4 정65ㅂ,9788936480172
토지에 숨겨진 이야기,전강수 지음,내일을여는책,2022,321.32 전12ㅌ,9788977469907
당신도 죄 없이 감옥에 갈 수 있습니다,저스틴 브룩스 지음;김희균 옮김,반니,20000,364.04 브296ㄷ,9791167961679
왜 세계의 절반은 굶주리는가?,장 지글러 지음;유영미 옮김,갈라파고스,2016,335.7 지16왜2,9791187038030
지구학교 1교시 경제학 수업,잉그리드 세튀메르 지음;로디 페로탱 그림;이세진 옮김,푸른숲주니어(푸른숲),2023,320 세688ㅈ,9791156753742
지배의 법칙,이재민 지음,21세기북스,2024,349 이65ㅈ,9791171174904
외로운 사람들을 위한 정치 수업,이인미 지음,위즈덤하우스,2023,340.1 이97ㅇ,9791168128286
그건 내 건데,이선배 글;김휘승 그림,내일을여는책,2022,338.181 이53ㄱ,9788977469785
착한 민영화는 없다,이광호 글,내일을여는책,2019,322 이18ㅊ,9788977460997
야망계급론,엘리자베스 커리드핼킷 지음;유강은 옮김,오월의봄,2024,321.89 커297ㅇ,9791168730960
당신은 제법 괜찮은 교사입니다,엄재민 지음,책장속북스,2023,370.4 엄65ㄷ,9791191836257
히든 포텐셜,애덤 그랜트 지음;홍지수 옮김,한국경제신문(한경BP),2024,181.9 그298ㅎ,9788947549363
행복하냐는 질문에 대답할 수 없다면,알랭 드 보통;인생학교 [공]지음;신인수 옮김,아이세움(미래엔),2022,181.7 보685ㅎ,9791168411371
뭐가 되고 싶냐는 어른들의 질문에 대답하는 법,알랭 드 보통;인생학교 [공]지음;신인수 옮김,아이세움(미래엔),2021,336.24 보685ㅁ,9791164139088
"청년의 죽음, 시대의 고발",안치용 외 글;김휘승 그림,내일을여는책,2021,330.911 안667ㅊ,9788977469570
무심코 댓글을 달았던 십대에게,송시현;현서유 [공]지음,주니어태학(태학사),2023,360 송57ㅁ,9791168102170
무브업,성일레인 지음,다산북스,2023,325.04 성97ㅁ,9791130645896
지구를 위한 소비 수업,선보라;전진현;최혜연 [공]지음,곰곰(휴머니스트),2023,539.9 선45ㅈ,9791160809640
경제학자의 시대,빈야민 애펠바움 지음;김진원 옮김,부키,2022,320.4 애698ㄱ,9788960519503
나를 나답게! 자기방어 수업,박은지 지음,창비,2023,199.5 박96ㄴ,9788936431198
장애인이 더 많은 세상이라면,박윤영;채준우 [공]지음,뜨인돌,2023,338.3 박96ㅈ,9788958079774
이대로 속고만 살 수 없다,박민영;오승현 [공]지음,북트리거(지학사),2023,070.42 박37ㅇ,9791189799991
양심은 힘이 없다는 착각,린 스타우트 지음;왕수민 옮김,원더박스,2023,191.3 스682ㅇ,9791192953205
청소년 마약에 관한 모든 질문,김희준;공주영 [공]지음,태학사,2024,334.72 김78ㅊ,9791168102415
"(부장판사가 알려주는)상속, 이혼, 소년심판 그리고 법원",김태형 지음,박영사,2023,367.16 김688ㅅ,9791130345109
가짜 사랑 권하는 사회,김태형 지음,갈매나무,2023,331.1 김688ㄱ,9791191842593
꼬리에 꼬리를 무는 한국경제사,김정인 지음,H(휴머니스트출판그룹),2023,320.911 김62ㄲ,9791160809183
판결 너머 자유,김영란 지음,창비,2024,360.4 김94판,9788936480189
내일은 내 일이 가까워질 거야,김시원 외 지음,곰곰(휴머니스트),2023,372.68 김57ㄴ,9791170870463
비건을 묻는 십대에게,김성한 글;최진영 그림,서해문집,2023,194.9 김53ㅂ,9791192085951
청소년과 함께 장애 공부,김선희 지음,지노,2023,338.3 김53ㅊ,9791190282741
"노동 없는 미래, 새로운 복지가 필요해",김상희 외 지음,곰곰(휴머니스트출판그룹),2023,338.1 김52ㄴ,9791170870135
'좋아요'는 어떻게 지구를 파괴하는가,기욤 피트롱 지음;양영란 옮김,갈라파고스,2023,539.913 피686ㅈ,9791187038924
청소년 고민 상담소,권승호 지음,지노,2023,334.3 권56ㅊ,9791190282727
가난한 아이들은 어떻게 어른이 되는가,강지나,돌베게,2023,334.21 강75ㄱ c.2,9791192836355
(EBS 교육대기획)학교란 무엇인가. 2,EBS <학교란 무엇인가> 제작팀 지음,중앙books,2011,370.13 이47ㅎ v.2,9788927802631
(EBS 교육대기획)학교란 무엇인가. 1,EBS <학교란 무엇인가> 제작팀 지음,중앙books,2011,370.13 이47ㅎ v.1,9788927802525
하버드 상위 1퍼센트 감정조절 수업,장샤오닝 지음;주은주 옮김,더모던,2023,181.7 장52ㅎ,9791164457397
똑똑한 사람은 어떻게 생각하고 질문하는가,이시한 지음,북플레저,2024,181.3 이57ㄸ,9791191891492
(10대를 위한)완벽한 진로 공부법,앤디 림;윤규훈 [공]지음,체인지업,2020,372.68 림98ㅇ c.2,9791197065989
(10대를 위한)완벽한 진로 공부법,앤디 림;윤규훈 [공]지음,체인지업,2020,372.68 림98ㅇ,9791197065989
내 삶을 지키는 바운더리,쑤쉬안후이 지음;김진환 옮김,시옷책방,2024,189.2 쑤58ㄴ,9791191777628
계급 천장,샘 프리드먼;대니얼 로리슨 [공]지음;홍지영 옮김,사계절,2024,332.6 프297ㄱ,9791169811859
어떤 양형 이유,박주영 지음,모로,2023,364.156 박64ㅇ,9791197559778
불변의 법칙,모건 하우절 지음;이수경 옮김,서삼독,2024,327.04 하96ㅂ,9791198517425
세상은 이야기로 만들어졌다,자미라 엘 우아실;프리데만 카릭 [공]지음;김현정 옮김,원더박스,2023,001.3 우92ㅅ,9791192953151
붓다가 깨달은 연기법,이중표 지음,불광,2020,221.4 이64ㅂ,9788974798000
불교 철학,데이비드 J. 칼루파하나 지음;나성 옮김,이학사,2019,220.1 칼296ㅂ,9788961473354
혼자일 수 없다면 나아갈 수 없다,프리드리히 니체 지음;김욱 편역,포레스트북스,2024,165.77 니668ㅎ,9791193506387
깨진 틈이 있어야 그 사이로 빛이 들어온다,프리드리히 니체 지음;김신종 옮김,페이지2(page2),2024,165.77 니668ㄲ,9791169850681
그 사람보다 더 좋은 사람을 만날 수 있을까?,투히스 지음;VERY [공]지음,하모니북,2023,818 투77ㄱ,9791167471277
(철학의 근본 문제)유물론 대 관념론,타카다모토무 지음;최미선 옮김,책갈피,2024,160 타672ㅇ,9788979662672
나만 옳다는 착각,크리스토퍼 J. 퍼거슨 지음;김희봉 옮김,선순환,2023,181.91 퍼13ㄴ,9791197578038
나는 왜 이렇게 피곤하게 살까,크리스텔 프티콜랭 지음;이세진 옮김,부키,2023,181.3 프687ㄴ,9788960519961
명료하게 생각하는 법,크리스테르 스투르마르크 지음;더글러스 호프스태터 편역;최이현 옮김,Being(로크미디어),2023,001.3 스686ㅁ,9791140811939
예민함의 힘,젠 그랜만;안드레 솔로 [공]지음;고영훈 옮김,21세기북스(북이십일),2023,182.12 그298ㅇ,9791171170692
아언각비,정약용 지음;박상수 옮김,지식을만드는지식,2021,712 정92ㅇ,9791128856457
마음 지구력,윤홍균 지음,21세기북스(북이십일 21세기북스),2024,189.1 윤75ㅁ,9791171172870
그 사람은 왜 사과하지 않을까,윤서람 지음,봄에,2023,189.2 윤53ㄱ,9791190416054
소중한 사람을 소중하게 대하는 법,윌리엄 V. 피치 지음;김경영 옮김,지식노마드,2022,189.2 피667ㅅ,9791192248028
나를 지키는 관계가 먼저입니다,안젤라 센 지음,쌤앤파커스,2023,189.2 센92ㄴ,9791165347727
열일곱 살의 인생론,안광복 지음,사계절,2023,104 안18ㅇ,9791169811699
그들이 그렇게 연애하는 까닭,아미르 레빈;레이첼 헬러 [공]지음;이후경 옮김,랜덤하우스코리아,2011,182.2 레47ㄱ,9788925545042
철학은 날씨를 바꾼다,서동욱 지음,김영사,2024,104 서25ㅊ,9788934971351
불안을 관리하면 인생이 관리된다,미셸 블룸 지음;동현민 옮김,더 퀘스트(길벗),2023,181.71 블296ㅂ,9791140706754
관계의 언어,문요한 지음,더 퀘스트(길벗),2023,189.2 문95ㄱ,9791140707256
나를 소모하지 않는 현명한 태도에 관하여,마티아스 뇔케 지음;이미옥 옮김,퍼스트펭귄,2024,199.1 뇔678ㄴ,9791198682505
그냥 힘든 마음은 없다,로버트 잭맨 지음;이은경 옮김,현암사,2023,189.2 잭38ㄱ,9788932393605
놓아버림,데이비드 호킨스 지음;박찬준 옮김,판미동,2013,181.37 호677ㄴ,9788960179110
외로움 수업,김민식 지음,생각정원,2023,199.1 김37외,9791191360608
절기서당,김동철;송혜경 [공]지음,북드라망,2013,386.511 김25ㅈ,9788997969289
마음의 지혜,김경일 지음,포레스트북스(콘텐츠그룹 포레스트),2023,189.1 김14ㅁ c.2,9791192625508
마음의 지혜,김경일 지음,포레스트북스(콘텐츠그룹 포레스트),2023,189.1 김14ㅁ,9791192625508
나는 왜 사랑할수록 불안해질까,제시카 바움 지음;최다인 옮김,부키,2023,189.2 바96ㄴ,9788960519718
유년기를 극복하는 법,인생학교 지음;신소희 옮김,OrangeD(오렌지디),2023,186.5 인58ㅇ,9791192674421
현대 심리치료와 상담 이론,권석만 저,학지사,2013,186.3 권53ㅎ,9788963309262
인공지능 유리,피브르티그르;아르놀드 제피르 [공]글;엘로이즈 쇼슈아 그림;김희진 옮김,탐(토토북),2022,004.73 피46ㅇ,9788964964798
(책 속 캐릭터가 팡팡)북모티콘 만들기,최용훈 지음,학교도서관저널,2024,029.8 최95ㅂ,9788969151629
코딩으로 세상을 바꿀 수 있다면,이래은 지음,곰곰(휴머니스트),2023,005.1 이298ㅋ,9791170870104
지피지기 챗GPT,오승현 지음,우리학교,2023,331.5412 오56ㅈ,9791167552204
이상한 책들의 도서관,에드워드 브룩-히칭 지음;최세희 옮김,갈라파고스,2024,010.9 브296ㅇ,9791193482032
(최소한의)데이터 리터러시,송석리 외 지음,길벗,2024,331.5412 송53ㄷ,9791140708277
(비전공자도 이해할 수 있는)AI 지식,박상길 지음;정진호 그림,반니,2023,004.73 박52ㅇ2,9791167960917
(EBS 다큐프라임) 자본주의,EBS <자본주의>제작팀 지음,가나출판사,2013,322.01 이47ㅈ c.3,9788957365793
동경일일. 2,마츠모토 타이요,문학동네,2023,C 830 타69ㄷ v.2,9788954696524
피크. 6,임강혁,영상출판미디어,2014,C 810 임11ㅍ v.6,9791131900673
피크. 1,임강혁,영상출판미디어,2012,C 810 임11ㅍ v.1,9788965269571
피크. 3,임강혁,영상출판미디어,2012,C 810 임11ㅍ v.3,9788967302023
여중생 A. 1,한상준,비아북,2017,C 810 한51ㅇ v.1,9791186712351
여중생 A. 2,한상준,비아북,2017,C 810 한51ㅇ v.2,9791186712368
여중생 A. 3,한상준,비아북,2017,C 810 한51ㅇ v.3,9791186712375
고래별. 5,나윤희,알에이치코리아,2020,C 810 나67ㄱ v.5,9788925579955
고래별. 3,나윤희,알에이치코리아,2020,C 810 나67ㄱ v.3,9788925589091
고래별. 4,나윤희,알에이치코리아,2020,C 810 나67ㄱ v.4,9788925579962
사후세계를 여행하는 모험가를 위한 안내서,켄 제닝스,세종,2023,211.6 제197ㅅ,9788984078239
구의 증명,최진영,은행나무,2015,813.7 최65ㄱ c.2,9791167372864
(10대를 위한) 총균쇠 수업,김정진 지음,넥스트씨,2023,389 김74ㅊ,9791198026811
아버지의 해방일지,정지아 지음,창비,2022,813.6 정65ㅇ c.2,9788936438838
작은 책방,엘리너 파전,수박설탕,2020,843 파62ㅈ,9791197671746
야무지게 읽고 쓰는 문해력 수업,박현수,ㄱ(기역),2022,373.4 박74ㅇ,9791191199468
"고양이 식당, 행복을 요리합니다",다카하시 유타,빈페이지,2022,833.6 유682ㄱ,9791198288219
MT 언론정보학,강남준;윤석민 지음,장서가,2008,O 372.68 나98 c.3,9788993210118
교사를 위한 독서교육론,김주환,우리학교,2019,029.8 김64ㄱ,9791187050858
케플러,존 밴빌,이터널북스,2023,843.5 밴47ㅋ,9791197916878
동물을 위한 정의,마사 C. 너스바움 지음;이영래 옮김,알레,2023,194.9 너58동,9791141122515
여중생 A. 4,한상준,비아북,2017,C 810 한51ㅇ v.4,9791186712467
여중생 A. 5,한상준,비아북,2017,C 810 한51ㅇ v.5,9791186712474
피크,임강혁,영상출판미디어,2013,C 810 임11ㅍ v.7,9788967304980
코스모스,칼 세이건,사이언스북스,2004,443.1 세69ㅋ,9788983711540
독서에도 교육이 필요하다면,"최소희, 이승화",인품,2020,029.8 최55ㄷ,9791196594213
라디오 체조,오쿠다 히데오,은행나무,2023,833.6 히23ㄹ,9791167373724
가난한 아이들은 어떻게 어른이 되는가,강지나,돌베게,2023,334.21 강75ㄱ,9791192836355
유럽의 시간을 걷다,최경철,웨일북,2016,600.92 최14ㅇ,9791195677146
날씨와 얼굴,이슬아,위고,2023,818 이58ㄴ,9791186602935
생선바이블,김지민,북커스,2023,594.29 김75ㅅ,9791190118613
고통을 말하지 않는법,마리아 투마킨,을유문화사,2023,001.3 투31ㄱ,9788932461403
페인트,이희영 지음,창비,2019,813.6 이78ㅍ c.6,9788936456894
페인트,이희영 지음,창비,2019,813.6 이78ㅍ c.5,9788936456894
페인트,이희영 지음,창비,2019,813.6 이78ㅍ c.4,9788936456894
퇴근길 인문학 수업. 3: 전진,백상경제연구원 편저,한빛비즈,2018,001.3 백52ㅌ c.2,9791157842872
지구를 살리는 기발한 생각10,박정화,한겨레,2023,539.9 박72ㅈ,9791160405323
처음 시작하는 돈 공부,홍춘욱,김영사,2022,327 홍764ㅊ,9788934944089
아홉명의 철학자와 아홉번의 철학수업,이진우,김영사,2022,160 이75ㅇ,9788934961598
수학의 기쁨 혹은 가능성,김민형,김영사,2022,410 김39ㅅ,9788934943266
"물리학, 쿼크에서 우주까지",이종필 ,김영사,2023,420.13 이73ㅁ,9788934951162
지문 사냥꾼,이적 지음,웅진지식하우스,2008,813.6 이62지 c.4,9788901049847
슬픔의 방문,장일호,낮은산,2022,818 장69ㅅ,9791155251591
18세기의 세책사 : 소설 읽기의 시작과 유행,이민희 지음,문학동네,2023,013.3 이39ㅅ,9788954695244
피크. 2,임강혁,영상출판미디어,2012,C 810 임11ㅍ v.2,9788965269588
피크. 5,임강혁,영상출판미디어,2013,C 810 임11ㅍ v.5,9791156277767
피크,임강혁,영상출판미디어,2013,C 810 임11ㅍ v.4,9788967304980
고래별. 1,나윤희,알에이치코리아,2020,C 810 나67ㄱ v.1,9788925589978
고래별. 2,나윤희,알에이치코리아,2020,C 810 나67ㄱ v.2,9788925589978
나는 메트로폴리탄 미술관의 경비원입니다,패트릭 브링리,웅진씽크빅,2023,848 브29ㄴ,9788901276533
위기의 편의점을 살려라,김나영,생각학교,2024,320 김19ㅇ,9791191360998
처음 만나는 스페인 이야기 37,이강혁 지음,지식프레임,2018,309.127 이12ㅊ c.3,9788994655659
처음 만나는 라틴아메리카 이야기 41,이강혁 지음,지식프레임,2020,950.9 이12ㅊ c.4,9788994655864
